Rotation,Scale,name_of_to,district,state,ELEVATION,Lat,Long
0,0.000000000000000,SUKHANI,KISHANGANJ,BIHAR,0,26.3532009,88.0134964
0,0.000000000000000,KANKIP,KISHANGANJ,BIHAR,0,26.0090008,87.8398972
0,0.000000000000000,MATHURAPUR,KATIHAR,BIHAR,0,25.5501995,88.0297012
0,0.000000000000000,KHUSROPUR,PATNA,BIHAR,0,25.4619007,85.3979034
0,0.000000000000000,SARAI,SHEIKHPURA,BIHAR,0,25.1404991,85.9555969
0,0.000000000000000,TARAPUR,MUNGER,BIHAR,0,25.0876007,86.6567993
0,0.000000000000000,RAMPUR,PASHCHIMI CHAMPARAN,BIHAR,0,27.2259998,84.6539001
0,0.000000000000000,MAINATANR,PASHCHIMI CHAMPARAN,BIHAR,0,27.0937004,84.6464996
0,0.000000000000000,KUKURHA,PASHCHIMI CHAMPARAN,BIHAR,0,27.1816998,84.5639038
0,0.000000000000000,AMOLWA,PASHCHIMI CHAMPARAN,BIHAR,0,27.1987000,84.5071030
0,0.000000000000000,GAWNAHA,PASHCHIMI CHAMPARAN,BIHAR,0,27.2733994,84.5198975
0,0.000000000000000,GOBARDHANA,PASHCHIMI CHAMPARAN,BIHAR,0,27.3211994,84.3169022
0,0.000000000000000,RAMNAGAR,PASHCHIMI CHAMPARAN,BIHAR,0,27.1702003,84.3190994
0,0.000000000000000,HARNATANR,PASHCHIMI CHAMPARAN,BIHAR,0,27.3052998,84.0279999
0,0.000000000000000,PATILAR,PASHCHIMI CHAMPARAN,BIHAR,0,27.0366993,84.2087021
0,0.000000000000000,DHANAHA,PASHCHIMI CHAMPARAN,BIHAR,0,26.9789009,84.1370010
0,0.000000000000000,BHAUNRA,PASHCHIMI CHAMPARAN,BIHAR,0,27.0223007,84.6485977
0,0.000000000000000,LAURIYA NANDANGARH,PASHCHIMI CHAMPARAN,BIHAR,0,26.9878998,84.4060974
0,0.000000000000000,CHUHARI,PASHCHIMI CHAMPARAN,BIHAR,0,26.8992004,84.4733963
0,0.000000000000000,JOGAPATTI,PASHCHIMI CHAMPARAN,BIHAR,0,26.8875008,84.3414001
0,0.000000000000000,MADHUBANI,PASHCHIMI CHAMPARAN,BIHAR,0,27.0051003,84.0986023
0,0.000000000000000,KHAIRATOLA,PASHCHIMI CHAMPARAN,BIHAR,0,26.8997993,84.1344986
0,0.000000000000000,KHTEA,GOPALGANJ,BIHAR,0,26.5629005,84.0854034
0,0.000000000000000,BHORE,GOPALGANJ,BIHAR,0,26.4433994,84.1108017
0,0.000000000000000,THAKRAHA,PASHCHIMI CHAMPARAN,BIHAR,0,26.7814007,84.2675018
0,0.000000000000000,KUCHAIKOT,GOPALGANJ,BIHAR,0,26.5695000,84.2916031
0,0.000000000000000,BARKAGAON,GOPALGANJ,BIHAR,0,26.4120007,84.2554016
0,0.000000000000000,BARDAHA,PASHCHIMI CHAMPARAN,BIHAR,0,26.6954002,84.5190964
0,0.000000000000000,MAJHWALIA,PASHCHIMI CHAMPARAN,BIHAR,0,26.8129997,84.6162033
0,0.000000000000000,CHAMPAPUR,PURBI CHAMPARAN,BIHAR,0,26.8943996,84.8408966
0,0.000000000000000,NARKATIA,PURBI CHAMPARAN,BIHAR,0,26.8330994,84.8995972
0,0.000000000000000,LAKHAURI,PURBI CHAMPARAN,BIHAR,0,26.7523994,84.9728012
0,0.000000000000000,JIWDHARA,PURBI CHAMPARAN,BIHAR,0,26.5844994,84.9068985
0,0.000000000000000,TURKAULIYA,PURBI CHAMPARAN,BIHAR,0,26.6068001,84.8246002
0,0.000000000000000,PIPRA,PURBI CHAMPARAN,BIHAR,0,26.4899998,84.9663010
0,0.000000000000000,GOBINDGANJ,PURBI CHAMPARAN,BIHAR,0,26.4939995,84.6417007
0,0.000000000000000,SANGRAMPUR,PURBI CHAMPARAN,BIHAR,0,26.4741993,84.6885986
0,0.000000000000000,SALEMPUR,GOPALGANJ,BIHAR,0,26.4507999,84.6462021
0,0.000000000000000,SAGAULI,PURBI CHAMPARAN,BIHAR,0,26.7714996,84.7301025
0,0.000000000000000,NONIYA,PURBI CHAMPARAN,BIHAR,0,26.6756001,84.6298981
0,0.000000000000000,GUNJRAULTYA,PURBI CHAMPARAN,BIHAR,0,26.5739002,84.5604019
0,0.000000000000000,GHOIASAHAN,PURBI CHAMPARAN,BIHAR,0,26.8232994,85.1383972
0,0.000000000000000,BELSAND,SITAMARHI,BIHAR,0,26.4430008,85.4007034
0,0.000000000000000,RIGA,SITAMARHI,BIHAR,0,26.6438007,85.4405975
0,0.000000000000000,BHUTAHI,SITAMARHI,BIHAR,0,26.7350006,85.5440979
0,0.000000000000000,MADHUBAN,PURBI CHAMPARAN,BIHAR,0,26.4396992,85.1364975
0,0.000000000000000,JALE,DARBHANGA,BIHAR,0,26.3864994,85.7225037
0,0.000000000000000,JOGIARA,DARBHANGA,BIHAR,0,26.4095993,85.7537003
0,0.000000000000000,CHARAUT,SITAMARHI,BIHAR,0,26.5275993,85.7919998
0,0.000000000000000,SURSAND,SITAMARHI,BIHAR,0,26.6411991,85.7146988
0,0.000000000000000,BATHNAHA,SITAMARHI,BIHAR,0,26.6327991,85.5730972
0,0.000000000000000,PARIHARPUR,SITAMARHI,BIHAR,0,26.7145004,85.6692963
0,0.000000000000000,BELA,SITAMARHI,BIHAR,0,26.7891006,85.7174988
0,0.000000000000000,MADHWAPUR,MADHUBANI,BIHAR,0,26.5948009,85.8442001
0,0.000000000000000,DUMRA,SITAMARHI,BIHAR,0,26.3875008,85.3908005
0,0.000000000000000,RUNNI,SITAMARHI,BIHAR,0,26.3736000,85.4897003
0,0.000000000000000,KOILI,SITAMARHI,BIHAR,0,26.4365005,85.6410980
0,0.000000000000000,KHIRHAR,MADHUBANI,BIHAR,0,26.5147991,85.9582977
0,0.000000000000000,SAHAR,MADHUBANI,BIHAR,0,26.5377998,85.8610001
0,0.000000000000000,KAMTAUL,DARBHANGA,BIHAR,0,26.3365002,85.8218994
0,0.000000000000000,BAZPATTI,SITAMARHI,BIHAR,0,26.5522995,85.6157990
0,0.000000000000000,HARLAKHI,MADHUBANI,BIHAR,0,26.6306992,85.9815979
0,0.000000000000000,BASOPATTI,MADHUBANI,BIHAR,0,26.5834007,86.0132980
0,0.000000000000000,MANIARWA,MADHUBANI,BIHAR,0,26.4822006,86.1505966
0,0.000000000000000,SELIBELI,MADHUBANI,BIHAR,0,26.5289993,86.0879974
0,0.000000000000000,BARHI,MADHUBANI,BIHAR,0,26.4643993,86.2798004
0,0.000000000000000,RAINAGAR,MADHUBANI,BIHAR,0,26.4036007,86.1770020
0,0.000000000000000,KHUTAUNA,MADHUBANI,BIHAR,0,26.5035000,86.3940964
0,0.000000000000000,ANDHRA TARHI,MADHUBANI,BIHAR,0,26.3829002,86.3342972
0,0.000000000000000,LADANIA,MADHUBANI,BIHAR,0,26.5972004,86.3227997
0,0.000000000000000,LAUKAHI,MADHUBANI,BIHAR,0,26.4839993,86.5586014
0,0.000000000000000,NARAHIA,MADHUBANI,BIHAR,0,26.3694000,86.5371017
0,0.000000000000000,SISWAR,MADHUBANI,BIHAR,0,26.4423008,86.4563980
0,0.000000000000000,LAUKAHA,MADHUBANI,BIHAR,0,26.5431995,86.4551010
0,0.000000000000000,RAHARIA,SUPAUL,BIHAR,0,26.3337002,86.6611023
0,0.000000000000000,BHAPTIAHI,SUPAUL,BIHAR,0,26.3199005,86.7259979
0,0.000000000000000,DAGMARA,SUPAUL,BIHAR,0,26.3950005,86.7509003
0,0.000000000000000,TERHI BAZAR,SUPAUL,BIHAR,0,26.4269009,86.8547974
0,0.000000000000000,GHURNA,ARARIA,BIHAR,0,26.4708996,87.0687027
0,0.000000000000000,MADHURA,ARARIA,BIHAR,0,26.3460007,87.0901031
0,0.000000000000000,SONAPUR,ARARIA,BIHAR,0,26.3824997,87.1959000
0,0.000000000000000,BATHNAHA,ARARIA,BIHAR,0,26.3502007,87.2397995
0,0.000000000000000,JOGBANI,ARARIA,BIHAR,0,26.4076996,87.2508011
0,0.000000000000000,AMHARA,ARARIA,BIHAR,0,26.2919006,87.3218002
0,0.000000000000000,KUARI,ARARIA,BIHAR,0,26.4120998,87.4355011
0,0.000000000000000,SIKTI,ARARIA,BIHAR,0,26.3973999,87.5476990
0,0.000000000000000,MAHADDAPUR,SUPAUL,BIHAR,0,26.2789001,87.0328979
0,0.000000000000000,CHHATAPUR,SUPAUL,BIHAR,0,26.2255001,87.0067978
0,0.000000000000000,PARWAHA,ARARIA,BIHAR,0,26.2313995,87.2080002
0,0.000000000000000,MADANPUR,ARARIA,BIHAR,0,26.2063007,87.4987030
0,0.000000000000000,PALASI,ARARIA,BIHAR,0,26.2367992,87.5615997
0,0.000000000000000,KALIAGANJ,ARARIA,BIHAR,0,26.3237000,87.6146011
0,0.000000000000000,TULSHIA,KISHANGANJ,BIHAR,0,26.3530006,87.8299026
0,0.000000000000000,BIBIGANJ,KISHANGANJ,BIHAR,0,26.3211994,87.7139969
0,0.000000000000000,PAWAKHALI,KISHANGANJ,BIHAR,0,26.3243008,87.9458008
0,0.000000000000000,DESHIATOLI,KISHANGANJ,BIHAR,0,26.2455006,87.9148026
0,0.000000000000000,KASHIBARI,KISHANGANJ,BIHAR,0,26.1798992,87.8537979
0,0.000000000000000,BAHADURGANJ,KISHANGANJ,BIHAR,0,26.2703991,87.8158035
0,0.000000000000000,HALDIKHORA,KISHANGANJ,BIHAR,0,26.2031002,87.7297974
0,0.000000000000000,JOKI HAT,ARARIA,BIHAR,0,26.1536999,87.6072998
0,0.000000000000000,SUKHANI,KISHANGANJ,BIHAR,0,26.3532009,88.0134964
0,0.000000000000000,TAIAHPUR,KISHANGANJ,BIHAR,0,26.3759995,88.1744003
0,0.000000000000000,KUTTIGOLA,PURNIA,BIHAR,0,26.0935001,87.8451996
0,0.000000000000000,RAUTA,PURNIA,BIHAR,0,26.0426006,87.7020035
0,0.000000000000000,KANKIP,WEST DINAJPUR,WEST BENGAL,0,26.0090008,87.8398972
0,0.000000000000000,AMOUR,PURNIA,BIHAR,0,25.9627991,87.7208023
0,0.000000000000000,KUMARI,KATIHAR,BIHAR,0,25.6483002,87.7171021
0,0.000000000000000,SONAILI BAZAR,KATIHAR,BIHAR,0,25.6070004,87.7141037
0,0.000000000000000,AZAMNAGAR,KATIHAR,BIHAR,0,25.5405998,87.8294983
0,0.000000000000000,SALMARI,KATIHAR,BIHAR,0,25.6236992,87.8404007
0,0.000000000000000,MATHURAPUR,KATIHAR,BIHAR,0,25.5501995,88.0297012
0,0.000000000000000,RAUTARA,KATIHAR,BIHAR,0,25.6644001,87.5565033
0,0.000000000000000,JALALGARH,PURNIA,BIHAR,0,25.9601002,87.5420990
0,0.000000000000000,GARH BANAILI,PURNIA,BIHAR,0,25.9085007,87.5460968
0,0.000000000000000,KASBA,PURNIA,BIHAR,0,25.8542995,87.5429993
0,0.000000000000000,KORA,KATIHAR,BIHAR,0,25.6172009,87.4020996
0,0.000000000000000,BARARI,KATIHAR,BIHAR,0,25.5149994,87.3856964
0,0.000000000000000,SEMAPUR,KATIHAR,BIHAR,0,25.5305004,87.4742966
0,0.000000000000000,MANSHAHI,KATIHAR,BIHAR,0,25.4683990,87.5699005
0,0.000000000000000,SRINAGAR,PURNIA,BIHAR,0,25.9349003,87.4178009
0,0.000000000000000,CHAMPANAGAR,PURNIA,BIHAR,0,25.9064999,87.3327026
0,0.000000000000000,POTHIA,KATIHAR,BIHAR,0,25.5391998,87.2679977
0,0.000000000000000,CHAPRA,PURNIA,BIHAR,0,25.8878994,87.1322021
0,0.000000000000000,BHAWANIPUR RAJDHAM,PURNIA,BIHAR,0,25.6446991,87.1324005
0,0.000000000000000,RUPAULI,PURNIA,BIHAR,0,25.5734005,87.1484985
0,0.000000000000000,CHAUSA,MADHEPURA,BIHAR,0,25.5226994,87.0299988
0,0.000000000000000,PURAINI,MADHEPURA,BIHAR,0,25.6084003,86.9830017
0,0.000000000000000,GOALPARA,MADHEPURA,BIHAR,0,25.7595005,86.8907013
0,0.000000000000000,PATARGHAT,SAHARSA,BIHAR,0,25.8157997,86.7738037
0,0.000000000000000,SINGHASWAR,MADHEPUR,BIHAR,0,25.9797001,86.7987976
0,0.000000000000000,ALAMNAGAR,MADHEPUR,BIHAR,0,25.5622005,86.8925018
0,0.000000000000000,PHULAUT,MADHEPURA,BIHAR,0,25.5132008,86.9366989
0,0.000000000000000,KURSELA,KATIHAR,BIHAR,0,25.4423008,87.2522964
0,0.000000000000000,CHAUTHAM,KHAGARIA,BIHAR,0,25.5349998,86.6494980
0,0.000000000000000,DHAMHARAGHAT,SAHARSA,BIHAR,0,25.6186008,86.5861969
0,0.000000000000000,KOPARIA,SAHARSA,BIHAR,0,25.6537991,86.6022034
0,0.000000000000000,SONBARSA RAJ,SAHARSA,BIHAR,0,25.7042007,86.7134018
0,0.000000000000000,CHAPRAM,SAHARSA,BIHAR,0,25.7835999,86.5119019
0,0.000000000000000,BAIJNATHPUR,SAHARSA,BIHAR,0,25.8848000,86.6473999
0,0.000000000000000,BANGAON,SAHARSA,BIHAR,0,25.8703995,86.5154037
0,0.000000000000000,RACHGACHHIA,SAHARSA,BIHAR,0,25.9699001,86.5463028
0,0.000000000000000,SHANKARPUR,MADHEPURA,BIHAR,0,26.0314007,86.8682022
0,0.000000000000000,GAMHARIA,MADHEPURA,BIHAR,0,26.0599003,86.7244034
0,0.000000000000000,BISHUNPUR SUNDAR,MADHEPURA,BIHAR,0,26.0543003,86.9837036
0,0.000000000000000,SUKHPUR,SUPAUL,BIHAR,0,26.0646992,86.5490036
0,0.000000000000000,GHANSHAMPUR,DARBHANGA,BIHAR,0,26.0653000,86.3396988
0,0.000000000000000,MAHINAWAN,DARBHANGA,BIHAR,0,26.0230007,86.1796036
0,0.000000000000000,HANTI,DARBHANGA,BIHAR,0,25.9239006,86.2521973
0,0.000000000000000,SUPAUL,DARBHANGA,BIHAR,0,25.9563999,86.2675018
0,0.000000000000000,BACHANLI,SAMASTIPUR,BIHAR,0,25.8216000,86.2729034
0,0.000000000000000,BITHAN,SAMASTIPUR,BIHAR,0,25.6987000,86.2861023
0,0.000000000000000,SINGIA,SAMASTIPUR,BIHAR,0,25.8474007,86.1608963
0,0.000000000000000,MARICHA,SUPAUL,BIHAR,0,26.0723991,86.4878006
0,0.000000000000000,BAHERI,DARBHANGA,BIHAR,0,25.9375992,86.0519028
0,0.000000000000000,WARISNAGAR,SAMSTIPUR,BIHAR,0,25.9403000,85.8799973
0,0.000000000000000,KISHANPUR,SAMASTIPUR,BIHAR,0,25.9293003,85.8272018
0,0.000000000000000,UJIARPUR,SAMASTIPUR,BIHAR,0,25.7754993,85.7830963
0,0.000000000000000,BATHUA,SAMASTIPUR,BIHAR,0,25.7821999,85.7230988
0,0.000000000000000,TAJPUR,SAMASTIPUR,BIHAR,0,25.8546009,85.6750031
0,0.000000000000000,PATEPUR,VAISHALI,BIHAR,0,25.8677998,85.5590973
0,0.000000000000000,PUSA,SAMASTIPUR,BIHAR,0,25.9799995,85.6806030
0,0.000000000000000,KUMAR BAZIDPUR,VAISHALI,BIHAR,0,25.8292007,85.5500031
0,0.000000000000000,HAZRAT JANDAHA,VAISHALI,BIHAR,0,25.7063999,85.5361023
0,0.000000000000000,SAHDAR,VAISHALI,BIHAR,0,25.6655006,85.4597015
0,0.000000000000000,DESARI,VAISHALI,BIHAR,0,25.6707001,85.4055023
0,0.000000000000000,BHAGWANPUR,VAISHALI,BIHAR,0,25.8628006,85.3173981
0,0.000000000000000,LALGANJ,VAISHALI,BIHAR,0,25.8654995,85.1856003
0,0.000000000000000,BARIARPUR,MUZAFFARPUR,BIHAR,0,25.9326000,85.4689026
0,0.000000000000000,GORAUL,VAISHALI,BIHAR,0,25.9286003,85.3330002
0,0.000000000000000,KURHANI,MUZAFFARPUR,BIHAR,0,25.9881992,85.3311005
0,0.000000000000000,TURKI,MUZAFFARPUR,BIHAR,0,26.0419006,85.3483963
0,0.000000000000000,SILAUT,MUZAFFARPUR,BIHAR,0,26.0363007,85.4756012
0,0.000000000000000,SARIA,SARAN,BIHAR,0,25.8313007,85.1421967
0,0.000000000000000,NAYAGAON,SARAN,BIHAR,0,25.7618008,85.0932007
0,0.000000000000000,DIGHWARA,SARAN,BIHAR,0,25.7416992,85.0150986
0,0.000000000000000,SIRPAL BASANT,SARAN,BIHAR,0,25.8029003,84.9548035
0,0.000000000000000,DORIGANJ,SARAN,BIHAR,0,25.7397003,84.8267975
0,0.000000000000000,GARKHA,SARAN,BIHAR,0,25.8265991,84.8585968
0,0.000000000000000,SAOBHEPUR,SARAN,BIHAR,0,25.8731995,84.9213028
0,0.000000000000000,BHELDI,SARAN,BIHAR,0,25.9025002,84.9450989
0,0.000000000000000,PARSA,SARAN,BIHAR,0,25.8808002,85.0363998
0,0.000000000000000,MAKER,SARAN,BIHAR,0,25.9573994,85.0404968
0,0.000000000000000,DAUDNAGAR,VAISHALI,BIHAR,0,25.9673996,85.1172028
0,0.000000000000000,BAKHRA,MUZAFFARPUR,BIHAR,0,26.0261993,85.0991974
0,0.000000000000000,AMNAUR HARNARAYAN,SARAN,BIHAR,0,25.9715996,84.9268036
0,0.000000000000000,TARAIA,SARAN,BIHAR,0,26.0695000,84.8812027
0,0.000000000000000,HUSSEPUR,MUZAFFARPUR,BIHAR,0,26.1613998,84.9483032
0,0.000000000000000,HARDI,MUZAFFARPUR,BIHAR,0,26.1625996,85.1157990
0,0.000000000000000,MASRAKH,SARAN,BIHAR,0,26.1040993,84.7984009
0,0.000000000000000,BISHUNPURA,SARAN,BIHAR,0,26.0226994,84.7966995
0,0.000000000000000,JAMO,SIWAN,BIHAR,0,26.3045998,84.5567017
0,0.000000000000000,BARHARIA,SIWAN,BIHAR,0,26.3187008,84.4497986
0,0.000000000000000,MUSTAFABAD,SIWAN,BIHAR,0,26.2268009,84.5688019
0,0.000000000000000,SISAI,SIWAN,BIHAR,0,26.1835995,84.5525970
0,0.000000000000000,GOREAKOTHI,SIWAN,BIHAR,0,26.2584000,84.5992966
0,0.000000000000000,BASANTPUR,SIWAN,BIHAR,0,26.1664009,84.6632996
0,0.000000000000000,MIRGANJ,GOPALGANJ,BIHAR,0,26.3757000,84.3263016
0,0.000000000000000,HASANPURA,SIWAN,BIHAR,0,26.0716991,84.3715973
0,0.000000000000000,RAGHUNATHPUR,SIWAN,BIHAR,0,26.0051994,84.2749023
0,0.000000000000000,GANGAPUR SISWAN,SIWAN,BIHAR,0,25.9512997,84.3828964
0,0.000000000000000,CHAINPUR,SIWAN,BIHAR,0,25.9909000,84.4159012
0,0.000000000000000,TAJPUR,SARAN,BIHAR,0,25.8955994,84.5038986
0,0.000000000000000,EKMA,SARAN,BIHAR,0,25.9654999,84.5399017
0,0.000000000000000,TAJPUR,SARAN,BIHAR,0,26.0345001,84.6205978
0,0.000000000000000,BANIAPUR,SARAN,BIHAR,0,25.9925003,84.6911011
0,0.000000000000000,NAGRA,SARAN,BIHAR,0,25.8913002,84.7543030
0,0.000000000000000,KHAIRA,SARAN,BIHAR,0,25.8603992,84.7501984
0,0.000000000000000,RAVELGANJ,SARAN,BIHAR,0,25.7800007,84.6676025
0,0.000000000000000,MANJHI,CHHAPRA,BIHAR,0,25.8367996,84.5799026
0,0.000000000000000,DON,SIWAN,BIHAR,0,26.1534996,84.1511993
0,0.000000000000000,DARAULI,SIWAN,BIHAR,0,26.0785999,84.1372986
0,0.000000000000000,KABIRPUR,SIWAN,BIHAR,0,26.2588997,84.2046967
0,0.000000000000000,SAHIBGANJ,MUZAFFARPUR,BIHAR,0,26.3146992,84.9264984
0,0.000000000000000,KESARIYA,PURBI CHAMPARAN,BIHAR,0,26.3577003,84.8662033
0,0.000000000000000,RAJPUR,PURBI CHAMPARAN,BIHAR,0,26.3845997,84.8927994
0,0.000000000000000,BARURAJ,MUZAFFARPUR,BIHAR,0,26.2453003,85.1148987
0,0.000000000000000,DARAUNDHA,SIWAN,BIHAR,0,26.0828991,84.4496002
0,0.000000000000000,MINAPUR,MUZAFFARPUR,BIHAR,0,26.2784996,85.3408966
0,0.000000000000000,BHADAI,MUZAFFARPUR,BIHAR,0,26.3031006,85.4773026
0,0.000000000000000,HALIMPUR,MUZAFFARPUR,BIHAR,0,26.3153992,85.5655975
0,0.000000000000000,KATRA,MUZAFFARPUR,BIHAR,0,26.2161999,85.6315002
0,0.000000000000000,SIMRI,DARBHANGA,BIHAR,0,26.1650009,85.7596970
0,0.000000000000000,MANIGAOHR,DARBHANGA,BIHAR,0,26.2038002,86.1673965
0,0.000000000000000,SARSO,MADHUBANI,BIHAR,0,26.2397995,86.1769028
0,0.000000000000000,KOTHIA,MADHUBANI,BIHAR,0,26.2803993,86.2394028
0,0.000000000000000,PANDAUL,MADHUBANI,BIHAR,0,26.2579994,86.0783005
0,0.000000000000000,SAKRI,MADHUBANI,BIHAR,0,26.2185993,86.0845032
0,0.000000000000000,KURSON,DARBHANGA,BIHAR,0,26.1296005,86.2907028
0,0.000000000000000,CHOGARDIHA,MADHUBANI,BIHAR,0,26.2752991,86.4702988
0,0.000000000000000,TAMORIA,MADHUBANI,BIHAR,0,26.2588997,86.3565979
0,0.000000000000000,SUPAUL,SUPAUL,BIHAR,0,26.2465992,86.6421967
0,0.000000000000000,THARBITIA,SUPAUL,BIHAR,0,26.2143993,86.6746979
0,0.000000000000000,GANPATGANJ,SUPAUL,BIHAR,0,26.2770004,86.8227005
0,0.000000000000000,TRIBENIGANJ,SUPAUL,BIHAR,0,26.1548996,86.8028030
0,0.000000000000000,KAMALPUR,ARARIA,BIHAR,0,26.0867004,87.2959976
0,0.000000000000000,RANIGANJ,ARARIA,BIHAR,0,26.0853004,87.2266006
0,0.000000000000000,KUSIARGAON,ARARIA,BIHAR,0,26.0394993,87.4703979
0,0.000000000000000,MALHARIA,ARARIA,BIHAR,0,26.0330009,87.5230026
0,0.000000000000000,UDA,ARARIA,BIHAR,0,26.0858994,87.5686035
0,0.000000000000000,BAKHRI,BEGUSARAI,BIHAR,0,25.5781994,86.2553024
0,0.000000000000000,CHERIA BARIARPUR,BEGUSARAI,BIHAR,0,25.5858002,86.0882034
0,0.000000000000000,PANDARAKH,PATNA,BIHAR,0,25.4916000,85.7962036
0,0.000000000000000,BAZIDPUR,SAMASTIPUR,BIHAR,0,25.5904007,85.7779999
0,0.000000000000000,MOHIUDDINNAGAR,SAMASTIPUR,BIHAR,0,25.5781002,85.6619034
0,0.000000000000000,MOR,PATNA,BIHAR,0,25.4463005,85.8503036
0,0.000000000000000,FATEHPUR SAHBAZ,VAISHALI,BIHAR,0,25.5597992,85.3414001
0,0.000000000000000,MANER,PATNA,BIHAR,0,25.6403999,84.8836975
0,0.000000000000000,LAI,PATNA,BIHAR,0,25.5116997,84.8103027
0,0.000000000000000,BIHTA,PATNA,BIHAR,0,25.5401001,84.8619003
0,0.000000000000000,KULHARIA,BHOJPUR,BIHAR,0,25.5816994,84.7939987
0,0.000000000000000,NAUBATPUR,PATNA,BIHAR,0,25.4920998,84.9557037
0,0.000000000000000,NECRA,PATNA,BIHAR,0,25.5590000,84.9761963
0,0.000000000000000,JAITIPUR,PATNA,BIHAR,0,25.4479008,84.9395981
0,0.000000000000000,KEORA,PATNA,BIHAR,0,25.4314995,85.0744019
0,0.000000000000000,BAR,PATNA,BIHAR,0,25.4101009,85.1756973
0,0.000000000000000,DHANIAWAN,PATNA,BIHAR,0,25.4328003,85.3135986
0,0.000000000000000,KHUSROPUR,PATNA,BIHAR,0,25.4619007,85.3979034
0,0.000000000000000,ATHMALGOLA,PATNA,BIHAR,0,25.4533005,85.6111984
0,0.000000000000000,SEMARIYA,BHOJPUR,BIHAR,0,25.6692009,84.7276001
0,0.000000000000000,GHAZIPUR,BHOJPUR,BIHAR,0,25.6842995,84.6307983
0,0.000000000000000,BENWALIYA,BHOJPUR,BIHAR,0,25.6252003,84.5167999
0,0.000000000000000,KARJA,BHOJPUR,BIHAR,0,25.6359997,84.4703979
0,0.000000000000000,MAHUAR,BHOJPUR,BIHAR,0,25.6706009,84.3395996
0,0.000000000000000,SHAHPUR,BHOJPUR,BIHAR,0,25.5925007,84.3940964
0,0.000000000000000,BARHAMPUR,BUXAR,BIHAR,0,25.5895004,84.3038025
0,0.000000000000000,RAGHUNATHPUR,BHOJPUR,BIHAR,0,25.5447998,84.3069000
0,0.000000000000000,JAGDISHPUR,BHOJPUR,BIHAR,0,25.4664993,84.4130020
0,0.000000000000000,DALIPPUR,BHOJPUR,BIHAR,0,25.4155006,84.3839035
0,0.000000000000000,GARHANI,BHOJPUR,BIHAR,0,25.4037991,84.5469971
0,0.000000000000000,KASAP,BHOJPUR,BIHAR,0,25.4566002,84.6160965
0,0.000000000000000,DAUDPUR,SARAN,BIHAR,0,25.9034996,84.5968018
0,0.000000000000000,MURAR,BUXAR,BIHAR,0,25.4745998,84.2365036
0,0.000000000000000,NEAZIPUR,BUXAR,BIHAR,0,25.6623993,84.1570969
0,0.000000000000000,BHOJPUR,BUXAR,BIHAR,0,25.5755005,84.1381989
0,0.000000000000000,PARSAHARA,BUXAR,BIHAR,0,25.4925995,84.0829010
0,0.000000000000000,CHAUSA,BUXAR,BIHAR,0,25.5121002,83.8889999
0,0.000000000000000,RAJPUR,BUXAR,BIHAR,0,25.3927994,83.8981018
0,0.000000000000000,SIKRAUR,BUXAR,BIHAR,0,25.4013004,84.1289978
0,0.000000000000000,NAWANAGAR,BUXAR,BIHAR,0,25.3829002,84.2068024
0,0.000000000000000,KURAN SARAI,BUXAR,BIHAR,0,25.4706001,84.1804962
0,0.000000000000000,AGIAON,BHOJPUR,BIHAR,0,25.3652992,84.6144028
0,0.000000000000000,BHAGWANPUR,BHABHUA,BIHAR,0,24.9487000,83.6067963
0,0.000000000000000,RAMGARH,BHABHUA,BIHAR,0,25.2870007,83.6595993
0,0.000000000000000,CHAND,BHABHUA,BIHAR,0,25.1222000,83.3884964
0,0.000000000000000,JAHANABAD,BHABHUA,BIHAR,0,25.0440006,83.7882996
0,0.000000000000000,NOAWAN,BHABHUA,BIHAR,0,25.3687000,83.7338028
0,0.000000000000000,KOCHAS,ROHTAS,BIHAR,0,25.2339001,83.9082031
0,0.000000000000000,KARGHAR,ROHTAS,BIHAR,0,25.1352997,83.9169998
0,0.000000000000000,BARAHRI,ROHTAS,BIHAR,0,25.1506004,84.0151978
0,0.000000000000000,RAJPUR,ROHTAS,BIHAR,0,25.0683994,84.2155991
0,0.000000000000000,NASRIGANJ,ROHTAS,BIHAR,0,25.0552998,84.3360977
0,0.000000000000000,KOATH,ROHTAS,BIHAR,0,25.3211994,84.2659988
0,0.000000000000000,BABHNOUL,ROHTAS,BIHAR,0,25.3206005,84.2173004
0,0.000000000000000,EKWARI,BHOJPUR,BIHAR,0,25.2992992,84.5852966
0,0.000000000000000,SAHAR,BHOJPUR,BIHAR,0,25.2474995,84.6100998
0,0.000000000000000,HANSPUR,AURANGABAD,BIHAR,0,25.0688000,84.5488968
0,0.000000000000000,USRI,JAHANABAD,BIHAR,0,25.1259003,84.5926971
0,0.000000000000000,KARPI,JAHANABAD,BIHAR,0,25.1623993,84.7152023
0,0.000000000000000,KURTHA,JAHANABAD,BIHAR,0,25.1198006,84.8140030
0,0.000000000000000,KINJAR,JAHANABAD,BIHAR,0,25.2194004,84.8326035
0,0.000000000000000,PALIGANJ,PATNA,BIHAR,0,25.3234005,84.8199005
0,0.000000000000000,SANDES,BHOJPUR,BIHAR,0,25.3920994,84.7339020
0,0.000000000000000,SAJHAULI,ROHTAS,BIHAR,0,25.1543007,84.1976013
0,0.000000000000000,MAU,GAYA,BIHAR,0,25.0077000,84.8085022
